id,name,order,input type
M2Q1_Alpha,M2Q1_Alpha,4,Alpha
M2Q2_Alpha,M2Q2_Alpha,4,Alpha
M2Q1M2Q2_Alpha,M2Q1M2Q2_Alpha,4,Alpha
M2Q3_Alpha,M2Q3_Alpha,4,Alpha
M2Q1M2Q2M2Q3_Alpha,M2Q1M2Q2M2Q3_Alpha,4,Alpha
M2Q4_Alpha,M2Q4_Alpha,4,Alpha
M2Q1M2Q2M2Q3M2Q4_Alpha,M2Q1M2Q2M2Q3M2Q4_Alpha,4,Alpha
N22_Alpha,N22_Alpha,4,Alpha
N30_Alpha,N30_Alpha,4,Alpha
N22N30_Alpha,N22N30_Alpha,4,Alpha
M0P1_Alpha,M0P1_Alpha,4,Alpha
N22N30M0P1_Alpha,N22N30M0P1_Alpha,4,Alpha
M1T3_Alpha,M1T3_Alpha,4,Alpha
N22N30M0P1M1T3_Alpha,N22N30M0P1M1T3_Alpha,4,Alpha
M0P2_Alpha,M0P2_Alpha,4,Alpha
M0P2M1T3_Alpha,M0P2M1T3_Alpha,4,Alpha
M0P2M1T3M2Q2_Alpha,M0P2M1T3M2Q2_Alpha,4,Alpha
M0P2M1T3M2Q2M2Q3_Alpha,M0P2M1T3M2Q2M2Q3_Alpha,4,Alpha
N2_Alpha,N2_Alpha,4,Alpha
N31_Alpha,N31_Alpha,4,Alpha
N2N31_Alpha,N2N31_Alpha,4,Alpha
N2N31M2Q3_Alpha,N2N31M2Q3_Alpha,4,Alpha
N2N31M2Q3M2Q4_Alpha,N2N31M2Q3M2Q4_Alpha,4,Alpha
N13_Alpha,N13_Alpha,4,Alpha
N13N22_Alpha,N13N22_Alpha,4,Alpha
N13N22N31_Alpha,N13N22N31_Alpha,4,Alpha
N34_Alpha,N34_Alpha,4,Alpha
N13N22N31N34_Alpha,N13N22N31N34_Alpha,4,Alpha
N9_Alpha,N9_Alpha,4,Alpha
N12_Alpha,N12_Alpha,4,Alpha
N9N12_Alpha,N9N12_Alpha,4,Alpha
N37_Alpha,N37_Alpha,4,Alpha
N9N12N37_Alpha,N9N12N37_Alpha,4,Alpha
N9N12N37M2Q1_Alpha,N9N12N37M2Q1_Alpha,4,Alpha
M1T1_Alpha,M1T1_Alpha,4,Alpha
M1T2_Alpha,M1T2_Alpha,4,Alpha
M1T1M1T2_Alpha,M1T1M1T2_Alpha,4,Alpha
M1T1M1T2M1T3_Alpha,M1T1M1T2M1T3_Alpha,4,Alpha
M1T1M1T2M1T3M2Q2_Alpha,M1T1M1T2M1T3M2Q2_Alpha,4,Alpha
N29_Alpha,N29_Alpha,4,Alpha
N22N29_Alpha,N22N29_Alpha,4,Alpha
N22N29M0P1_Alpha,N22N29M0P1_Alpha,4,Alpha
N22N29M0P1M2Q4_Alpha,N22N29M0P1M2Q4_Alpha,4,Alpha
N0_Alpha,N0_Alpha,4,Alpha
N6_Alpha,N6_Alpha,4,Alpha
N0N6_Alpha,N0N6_Alpha,4,Alpha
N0N6N31_Alpha,N0N6N31_Alpha,4,Alpha
N0N6N31M1T3_Alpha,N0N6N31M1T3_Alpha,4,Alpha
N20_Alpha,N20_Alpha,4,Alpha
N6N20_Alpha,N6N20_Alpha,4,Alpha
N6N20N22_Alpha,N6N20N22_Alpha,4,Alpha
N6N20N22N34_Alpha,N6N20N22N34_Alpha,4,Alpha
N37M1T2_Alpha,N37M1T2_Alpha,4,Alpha
N37M1T2M2Q2_Alpha,N37M1T2M2Q2_Alpha,4,Alpha
N37M1T2M2Q2M2Q4_Alpha,N37M1T2M2Q2M2Q4_Alpha,4,Alpha
N18_Alpha,N18_Alpha,4,Alpha
N0N18_Alpha,N0N18_Alpha,4,Alpha
N0N18N20_Alpha,N0N18N20_Alpha,4,Alpha
N0N18N20N34_Alpha,N0N18N20N34_Alpha,4,Alpha
N28_Alpha,N28_Alpha,4,Alpha
N0N28_Alpha,N0N28_Alpha,4,Alpha
N36_Alpha,N36_Alpha,4,Alpha
N0N28N36_Alpha,N0N28N36_Alpha,4,Alpha
N0N28N36M2Q3_Alpha,N0N28N36M2Q3_Alpha,4,Alpha
N22M1T3_Alpha,N22M1T3_Alpha,4,Alpha
N22M1T3M2Q2_Alpha,N22M1T3M2Q2_Alpha,4,Alpha
N22M1T3M2Q2M2Q3_Alpha,N22M1T3M2Q2M2Q3_Alpha,4,Alpha
N9N29_Alpha,N9N29_Alpha,4,Alpha
N33_Alpha,N33_Alpha,4,Alpha
N9N29N33_Alpha,N9N29N33_Alpha,4,Alpha
N9N29N33N37_Alpha,N9N29N33N37_Alpha,4,Alpha
N13N37_Alpha,N13N37_Alpha,4,Alpha
N13N37M0P1_Alpha,N13N37M0P1_Alpha,4,Alpha
N13N37M0P1M2Q3_Alpha,N13N37M0P1M2Q3_Alpha,4,Alpha
N11_Alpha,N11_Alpha,4,Alpha
N6N11_Alpha,N6N11_Alpha,4,Alpha
N6N11N34_Alpha,N6N11N34_Alpha,4,Alpha
N6N11N34M2Q2_Alpha,N6N11N34M2Q2_Alpha,4,Alpha
N26_Alpha,N26_Alpha,4,Alpha
N18N26_Alpha,N18N26_Alpha,4,Alpha
N39_Alpha,N39_Alpha,4,Alpha
N18N26N39_Alpha,N18N26N39_Alpha,4,Alpha
N18N26N39M1T3_Alpha,N18N26N39M1T3_Alpha,4,Alpha
N13N20_Alpha,N13N20_Alpha,4,Alpha
N13N20N34_Alpha,N13N20N34_Alpha,4,Alpha
N13N20N34M0P2_Alpha,N13N20N34M0P2_Alpha,4,Alpha
N11N37_Alpha,N11N37_Alpha,4,Alpha
N11N37M1T2_Alpha,N11N37M1T2_Alpha,4,Alpha
N11N37M1T2M2Q1_Alpha,N11N37M1T2M2Q1_Alpha,4,Alpha
N33M0P2_Alpha,N33M0P2_Alpha,4,Alpha
N33M0P2M1T2_Alpha,N33M0P2M1T2_Alpha,4,Alpha
N33M0P2M1T2M2Q4_Alpha,N33M0P2M1T2M2Q4_Alpha,4,Alpha
N40_Alpha,N40_Alpha,4,Alpha
N31N40_Alpha,N31N40_Alpha,4,Alpha
N31N40M2Q3_Alpha,N31N40M2Q3_Alpha,4,Alpha
N31N40M2Q3M2Q4_Alpha,N31N40M2Q3M2Q4_Alpha,4,Alpha
N9N12N40_Alpha,N9N12N40_Alpha,4,Alpha
N9N12N40M2Q4_Alpha,N9N12N40M2Q4_Alpha,4,Alpha
N34N37_Alpha,N34N37_Alpha,4,Alpha
N34N37M2Q1_Alpha,N34N37M2Q1_Alpha,4,Alpha
N34N37M2Q1M2Q3_Alpha,N34N37M2Q1M2Q3_Alpha,4,Alpha
N3_Alpha,N3_Alpha,4,Alpha
N3N22_Alpha,N3N22_Alpha,4,Alpha
N3N22N29_Alpha,N3N22N29_Alpha,4,Alpha
N3N22N29M1T1_Alpha,N3N22N29M1T1_Alpha,4,Alpha
N29M0P2_Alpha,N29M0P2_Alpha,4,Alpha
N29M0P2M1T1_Alpha,N29M0P2M1T1_Alpha,4,Alpha
N29M0P2M1T1M1T3_Alpha,N29M0P2M1T1M1T3_Alpha,4,Alpha
N31N37_Alpha,N31N37_Alpha,4,Alpha
N31N37M1T2_Alpha,N31N37M1T2_Alpha,4,Alpha
N31N37M1T2M2Q4_Alpha,N31N37M1T2M2Q4_Alpha,4,Alpha
N38_Alpha,N38_Alpha,4,Alpha
N29N38_Alpha,N29N38_Alpha,4,Alpha
N29N38M0P1_Alpha,N29N38M0P1_Alpha,4,Alpha
N29N38M0P1M2Q3_Alpha,N29N38M0P1M2Q3_Alpha,4,Alpha
N20N33_Alpha,N20N33_Alpha,4,Alpha
N20N33M1T3_Alpha,N20N33M1T3_Alpha,4,Alpha
N20N33M1T3M2Q4_Alpha,N20N33M1T3M2Q4_Alpha,4,Alpha
N6N40_Alpha,N6N40_Alpha,4,Alpha
N6N40M1T1_Alpha,N6N40M1T1_Alpha,4,Alpha
N6N40M1T1M2Q2_Alpha,N6N40M1T1M2Q2_Alpha,4,Alpha
N19_Alpha,N19_Alpha,4,Alpha
N19N31_Alpha,N19N31_Alpha,4,Alpha
N19N31M1T2_Alpha,N19N31M1T2_Alpha,4,Alpha
N19N31M1T2M2Q1_Alpha,N19N31M1T2M2Q1_Alpha,4,Alpha
N22N28_Alpha,N22N28_Alpha,4,Alpha
N22N28M1T2_Alpha,N22N28M1T2_Alpha,4,Alpha
N22N28M1T2M2Q2_Alpha,N22N28M1T2M2Q2_Alpha,4,Alpha
N31N34_Alpha,N31N34_Alpha,4,Alpha
N31N34N40_Alpha,N31N34N40_Alpha,4,Alpha
N31N34N40M2Q2_Alpha,N31N34N40M2Q2_Alpha,4,Alpha
N18N22_Alpha,N18N22_Alpha,4,Alpha
N18N22M0P1_Alpha,N18N22M0P1_Alpha,4,Alpha
N18N22M0P1M1T1_Alpha,N18N22M0P1M1T1_Alpha,4,Alpha
N2N12_Alpha,N2N12_Alpha,4,Alpha
N24_Alpha,N24_Alpha,4,Alpha
N2N12N24_Alpha,N2N12N24_Alpha,4,Alpha
N2N12N24M1T1_Alpha,N2N12N24M1T1_Alpha,4,Alpha
N2M0P1_Alpha,N2M0P1_Alpha,4,Alpha
N2M0P1M0P2_Alpha,N2M0P1M0P2_Alpha,4,Alpha
N2M0P1M0P2M2Q3_Alpha,N2M0P1M0P2M2Q3_Alpha,4,Alpha
N0N40_Alpha,N0N40_Alpha,4,Alpha
N0N40M1T2_Alpha,N0N40M1T2_Alpha,4,Alpha
N0N40M1T2M2Q2_Alpha,N0N40M1T2M2Q2_Alpha,4,Alpha
N20N29_Alpha,N20N29_Alpha,4,Alpha
N20N29M0P1_Alpha,N20N29M0P1_Alpha,4,Alpha
N20N29M0P1M0P2_Alpha,N20N29M0P1M0P2_Alpha,4,Alpha
N29N40_Alpha,N29N40_Alpha,4,Alpha
N29N40M2Q3_Alpha,N29N40M2Q3_Alpha,4,Alpha
N29N40M2Q3M2Q4_Alpha,N29N40M2Q3M2Q4_Alpha,4,Alpha
N19M0P1_Alpha,N19M0P1_Alpha,4,Alpha
N19M0P1M0P2_Alpha,N19M0P1M0P2_Alpha,4,Alpha
N19M0P1M0P2M2Q4_Alpha,N19M0P1M0P2M2Q4_Alpha,4,Alpha
N10_Alpha,N10_Alpha,4,Alpha
N10N33_Alpha,N10N33_Alpha,4,Alpha
N10N33M0P1_Alpha,N10N33M0P1_Alpha,4,Alpha
N10N33M0P1M2Q1_Alpha,N10N33M0P1M2Q1_Alpha,4,Alpha
N3N29_Alpha,N3N29_Alpha,4,Alpha
N3N29N37_Alpha,N3N29N37_Alpha,4,Alpha
N3N29N37M2Q1_Alpha,N3N29N37M2Q1_Alpha,4,Alpha
N6N12_Alpha,N6N12_Alpha,4,Alpha
N6N12N34_Alpha,N6N12N34_Alpha,4,Alpha
N6N12N34N39_Alpha,N6N12N34N39_Alpha,4,Alpha
N2N31N37_Alpha,N2N31N37_Alpha,4,Alpha
N2N31N37M2Q4_Alpha,N2N31N37M2Q4_Alpha,4,Alpha
N6N28_Alpha,N6N28_Alpha,4,Alpha
N6N28N34_Alpha,N6N28N34_Alpha,4,Alpha
N6N28N34M2Q2_Alpha,N6N28N34M2Q2_Alpha,4,Alpha
N2N31N33_Alpha,N2N31N33_Alpha,4,Alpha
N2N31N33M1T3_Alpha,N2N31N33M1T3_Alpha,4,Alpha
N6N18_Alpha,N6N18_Alpha,4,Alpha
N6N18N40_Alpha,N6N18N40_Alpha,4,Alpha
N6N18N40M1T1_Alpha,N6N18N40M1T1_Alpha,4,Alpha
N6N13_Alpha,N6N13_Alpha,4,Alpha
N6N13N22_Alpha,N6N13N22_Alpha,4,Alpha
N6N13N22N26_Alpha,N6N13N22N26_Alpha,4,Alpha
N6N39_Alpha,N6N39_Alpha,4,Alpha
N6N39M1T1_Alpha,N6N39M1T1_Alpha,4,Alpha
N6N39M1T1M2Q1_Alpha,N6N39M1T1M2Q1_Alpha,4,Alpha
N0N31_Alpha,N0N31_Alpha,4,Alpha
N0N31M1T3_Alpha,N0N31M1T3_Alpha,4,Alpha
N0N31M1T3M2Q1_Alpha,N0N31M1T3M2Q1_Alpha,4,Alpha
N6N11N20_Alpha,N6N11N20_Alpha,4,Alpha
N6N11N20M2Q1_Alpha,N6N11N20M2Q1_Alpha,4,Alpha
N0N36_Alpha,N0N36_Alpha,4,Alpha
N0N36M1T2_Alpha,N0N36M1T2_Alpha,4,Alpha
N0N36M1T2M2Q2_Alpha,N0N36M1T2M2Q2_Alpha,4,Alpha
N6N33_Alpha,N6N33_Alpha,4,Alpha
N6N33M1T1_Alpha,N6N33M1T1_Alpha,4,Alpha
N6N33M1T1M2Q4_Alpha,N6N33M1T1M2Q4_Alpha,4,Alpha
N6N22_Alpha,N6N22_Alpha,4,Alpha
N6N22M0P1_Alpha,N6N22M0P1_Alpha,4,Alpha
N6N22M0P1M1T1_Alpha,N6N22M0P1M1T1_Alpha,4,Alpha
N3N29M0P2_Alpha,N3N29M0P2_Alpha,4,Alpha
N3N29M0P2M1T1_Alpha,N3N29M0P2M1T1_Alpha,4,Alpha
N3M1T1_Alpha,N3M1T1_Alpha,4,Alpha
N3M1T1M1T2_Alpha,N3M1T1M1T2_Alpha,4,Alpha
N3M1T1M1T2M2Q3_Alpha,N3M1T1M1T2M2Q3_Alpha,4,Alpha
N2N20_Alpha,N2N20_Alpha,4,Alpha
N2N20N22_Alpha,N2N20N22_Alpha,4,Alpha
N2N20N22M0P2_Alpha,N2N20N22M0P2_Alpha,4,Alpha
N2N29_Alpha,N2N29_Alpha,4,Alpha
N2N29M2Q2_Alpha,N2N29M2Q2_Alpha,4,Alpha
N2N29M2Q2M2Q3_Alpha,N2N29M2Q2M2Q3_Alpha,4,Alpha
N0N9_Alpha,N0N9_Alpha,4,Alpha
N0N9N12_Alpha,N0N9N12_Alpha,4,Alpha
N0N9N12N20_Alpha,N0N9N12N20_Alpha,4,Alpha
N6N18M0P1_Alpha,N6N18M0P1_Alpha,4,Alpha
N6N18M0P1M2Q1_Alpha,N6N18M0P1M2Q1_Alpha,4,Alpha
N7_Beta,N7_Beta,1,Beta
M1T3_Beta,M1T3_Beta,1,Beta
N18_Beta,N18_Beta,1,Beta
N31_Beta,N31_Beta,1,Beta
N4_Beta,N4_Beta,1,Beta
N36_Beta,N36_Beta,1,Beta
N5_Beta,N5_Beta,1,Beta
N23_Beta,N23_Beta,1,Beta
N22_Beta,N22_Beta,1,Beta
N11_Beta,N11_Beta,1,Beta
M0P1M0P2_Alpha,M0P1M0P2_Alpha,2,Alpha
N18M1T3_Alpha,N18M1T3_Alpha,2,Alpha
N7_Alpha,N7_Alpha,2,Alpha
N7N36_Alpha,N7N36_Alpha,2,Alpha
M1T2M2Q2_Alpha,M1T2M2Q2_Alpha,2,Alpha
N7M1T3_Alpha,N7M1T3_Alpha,2,Alpha
N7N31_Alpha,N7N31_Alpha,2,Alpha
N38M0P1_Alpha,N38M0P1_Alpha,2,Alpha
N2N11_Alpha,N2N11_Alpha,2,Alpha
N31M2Q3_Alpha,N31M2Q3_Alpha,2,Alpha
N5_Alpha,N5_Alpha,2,Alpha
N5N30_Alpha,N5N30_Alpha,2,Alpha
N15_Alpha,N15_Alpha,2,Alpha
N15N31_Alpha,N15N31_Alpha,2,Alpha
N35_Alpha,N35_Alpha,2,Alpha
N18N35_Alpha,N18N35_Alpha,2,Alpha
N33M1T3_Alpha,N33M1T3_Alpha,2,Alpha
N16_Alpha,N16_Alpha,2,Alpha
N16M1T2_Alpha,N16M1T2_Alpha,2,Alpha
N12N39_Alpha,N12N39_Alpha,2,Alpha
N9N38_Alpha,N9N38_Alpha,2,Alpha
N20N35_Alpha,N20N35_Alpha,2,Alpha
N24N36_Alpha,N24N36_Alpha,2,Alpha
N16M2Q1_Alpha,N16M2Q1_Alpha,2,Alpha
N26M2Q1_Alpha,N26M2Q1_Alpha,2,Alpha
N11N36_Alpha,N11N36_Alpha,2,Alpha
N19N37_Alpha,N19N37_Alpha,2,Alpha
N2N24_Alpha,N2N24_Alpha,2,Alpha
N15M1T3_Alpha,N15M1T3_Alpha,2,Alpha
N18N31_Alpha,N18N31_Alpha,2,Alpha
N11N22_Alpha,N11N22_Alpha,2,Alpha
N34M2Q2_Alpha,N34M2Q2_Alpha,2,Alpha
N4_Alpha,N4_Alpha,2,Alpha
N4N18_Alpha,N4N18_Alpha,2,Alpha
N22N34_Alpha,N22N34_Alpha,2,Alpha
N12M1T1_Alpha,N12M1T1_Alpha,2,Alpha
N0N3_Alpha,N0N3_Alpha,3,Alpha
N0N3N37_Alpha,N0N3N37_Alpha,3,Alpha
N0N6N19_Alpha,N0N6N19_Alpha,3,Alpha
N0N6M1T3_Alpha,N0N6M1T3_Alpha,3,Alpha
N17_Alpha,N17_Alpha,3,Alpha
N0N17_Alpha,N0N17_Alpha,3,Alpha
N0N17M0P1_Alpha,N0N17M0P1_Alpha,3,Alpha
N0N20_Alpha,N0N20_Alpha,3,Alpha
N0N20N34_Alpha,N0N20N34_Alpha,3,Alpha
N0N22_Alpha,N0N22_Alpha,3,Alpha
N0N22M2Q3_Alpha,N0N22M2Q3_Alpha,3,Alpha
N0N24_Alpha,N0N24_Alpha,3,Alpha
N0N24M1T1_Alpha,N0N24M1T1_Alpha,3,Alpha
N0N26_Alpha,N0N26_Alpha,3,Alpha
N0N26M1T3_Alpha,N0N26M1T3_Alpha,3,Alpha
N0N28M0P2_Alpha,N0N28M0P2_Alpha,3,Alpha
N0N28M2Q2_Alpha,N0N28M2Q2_Alpha,3,Alpha
N0N29_Alpha,N0N29_Alpha,3,Alpha
N0N29N33_Alpha,N0N29N33_Alpha,3,Alpha
N0N30_Alpha,N0N30_Alpha,3,Alpha
N0N30M0P2_Alpha,N0N30M0P2_Alpha,3,Alpha
N0N34_Alpha,N0N34_Alpha,3,Alpha
N0N34N39_Alpha,N0N34N39_Alpha,3,Alpha
N0N40M2Q2_Alpha,N0N40M2Q2_Alpha,3,Alpha
N0M2Q2_Alpha,N0M2Q2_Alpha,3,Alpha
N0M2Q2M2Q4_Alpha,N0M2Q2M2Q4_Alpha,3,Alpha
N1_Alpha,N1_Alpha,3,Alpha
N1N19_Alpha,N1N19_Alpha,3,Alpha
N1N19N37_Alpha,N1N19N37_Alpha,3,Alpha
N2N3_Alpha,N2N3_Alpha,3,Alpha
N2N3N20_Alpha,N2N3N20_Alpha,3,Alpha
N2N4_Alpha,N2N4_Alpha,3,Alpha
N2N4M2Q2_Alpha,N2N4M2Q2_Alpha,3,Alpha
N2N9_Alpha,N2N9_Alpha,3,Alpha
N2N9N12_Alpha,N2N9N12_Alpha,3,Alpha
N2N11N12_Alpha,N2N11N12_Alpha,3,Alpha
N2N11N24_Alpha,N2N11N24_Alpha,3,Alpha
N2N12N31_Alpha,N2N12N31_Alpha,3,Alpha
N2N12M0P1_Alpha,N2N12M0P1_Alpha,3,Alpha
N2N12M1T1_Alpha,N2N12M1T1_Alpha,3,Alpha
N2N16_Alpha,N2N16_Alpha,3,Alpha
N2N16M1T2_Alpha,N2N16M1T2_Alpha,3,Alpha
N2N22_Alpha,N2N22_Alpha,3,Alpha
N2N22N24_Alpha,N2N22N24_Alpha,3,Alpha
N2N22M0P2_Alpha,N2N22M0P2_Alpha,3,Alpha
N2N24N31_Alpha,N2N24N31_Alpha,3,Alpha
N2N24M1T1_Alpha,N2N24M1T1_Alpha,3,Alpha
N2N24M1T3_Alpha,N2N24M1T3_Alpha,3,Alpha
N27_Alpha,N27_Alpha,3,Alpha
N2N27_Alpha,N2N27_Alpha,3,Alpha
N2N27M0P1_Alpha,N2N27M0P1_Alpha,3,Alpha
N2N30_Alpha,N2N30_Alpha,3,Alpha
N2N30M0P2_Alpha,N2N30M0P2_Alpha,3,Alpha
N2N31N36_Alpha,N2N31N36_Alpha,3,Alpha
N32_Alpha,N32_Alpha,3,Alpha
N2N32_Alpha,N2N32_Alpha,3,Alpha
N2N32M2Q3_Alpha,N2N32M2Q3_Alpha,3,Alpha
N2N33_Alpha,N2N33_Alpha,3,Alpha
N2N33N37_Alpha,N2N33N37_Alpha,3,Alpha
N2N33M1T1_Alpha,N2N33M1T1_Alpha,3,Alpha
N2N36_Alpha,N2N36_Alpha,3,Alpha
N2N36M2Q1_Alpha,N2N36M2Q1_Alpha,3,Alpha
N2M0P1M2Q1_Alpha,N2M0P1M2Q1_Alpha,3,Alpha
N2M0P1M2Q3_Alpha,N2M0P1M2Q3_Alpha,3,Alpha
N2M1T1_Alpha,N2M1T1_Alpha,3,Alpha
N2M1T1M2Q2_Alpha,N2M1T1M2Q2_Alpha,3,Alpha
N3N9_Alpha,N3N9_Alpha,3,Alpha
N3N9N36_Alpha,N3N9N36_Alpha,3,Alpha
N3N9N37_Alpha,N3N9N37_Alpha,3,Alpha
N3N9N39_Alpha,N3N9N39_Alpha,3,Alpha
N3N9M1T1_Alpha,N3N9M1T1_Alpha,3,Alpha
N3N15_Alpha,N3N15_Alpha,3,Alpha
N3N15M1T3_Alpha,N3N15M1T3_Alpha,3,Alpha
N3N19_Alpha,N3N19_Alpha,3,Alpha
N3N19M0P2_Alpha,N3N19M0P2_Alpha,3,Alpha
N3N31_Alpha,N3N31_Alpha,3,Alpha
N3N31M1T3_Alpha,N3N31M1T3_Alpha,3,Alpha
N3N35_Alpha,N3N35_Alpha,3,Alpha
N3N35N37_Alpha,N3N35N37_Alpha,3,Alpha
